Data Point,Voltage
50298,3.587
50299,3.587
50300,3.587
50301,3.587
50302,3.587
50303,3.588
50304,3.589
50305,3.588
50306,3.587
50307,3.586
50308,3.586
50309,3.586
50310,3.587
50311,3.587
50312,3.586
50313,3.587
50314,3.587
50315,3.586
50316,3.586
50317,3.586
50318,3.586
50319,3.586
50320,3.586
50321,3.586
50322,3.586
50323,3.586
50324,3.586
50325,3.586
50326,3.586
50327,3.587
50328,3.586
50329,3.586
50330,3.586
50331,3.586
50332,3.586
50333,3.586
50334,3.586
50335,3.586
50336,3.586
50337,3.586
50338,3.585
50339,3.585
50340,3.585
50341,3.585
50342,3.585
50343,3.585
50344,3.585
50345,3.585
50346,3.585
50347,3.588
50348,3.585
50349,3.585
50350,3.585
50351,3.585
50352,3.585
50353,3.585
50354,3.586
50355,3.585
50356,3.586
50357,3.585
50358,3.585
50359,3.585
50360,3.585
50361,3.585
50362,3.585
50363,3.585
50364,3.585
50365,3.585
50366,3.585
50367,3.585
50368,3.585
50369,3.584
50370,3.585
50371,3.586
50372,3.586
50373,3.586
50374,3.585
50375,3.586
50376,3.586
50377,3.585
50378,3.584
50379,3.585
50380,3.585
50381,3.585
50382,3.585
50383,3.584
50384,3.585
50385,3.584
50386,3.584
50387,3.586
50388,3.585
50389,3.585
50390,3.586
50391,3.585
50392,3.585
50393,3.585
50394,3.585
50395,3.585
50396,3.585
50397,3.584
50398,3.585
50399,3.585
50400,3.586
50401,3.588
50402,3.585
50403,3.584
50404,3.584
50405,3.584
50406,3.584
50407,3.584
50408,3.584
50409,3.584
50410,3.584
50411,3.585
50412,3.587
50413,3.584
50414,3.584
50415,3.585
50416,3.585
50417,3.585
50418,3.585
50419,3.584
50420,3.584
50421,3.584
50422,3.585
50423,3.584
50424,3.584
50425,3.584
50426,3.584
50427,3.584
50428,3.583
50429,3.584
50430,3.583
50431,3.583
50432,3.583
50433,3.586
50434,3.584
50435,3.583
50436,3.584
50437,3.583
50438,3.583
50439,3.584
50440,3.585
50441,3.585
50442,3.584
50443,3.585
50444,3.586
50445,3.585
50446,3.583
50447,3.584
50448,3.584
50449,3.584
50450,3.584
50451,3.584
50452,3.584
50453,3.583
50454,3.584
50455,3.583
50456,3.583
50457,3.583
50458,3.583
50459,3.584
50460,3.585
50461,3.584
50462,3.583
50463,3.583
50464,3.582
50465,3.584
50466,3.585
50467,3.583
50468,3.583
50469,3.583
50470,3.583
50471,3.583
50472,3.583
50473,3.583
50474,3.583
50475,3.583
50476,3.584
50477,3.584
50478,3.583
50479,3.583
50480,3.583
50481,3.583
50482,3.583
50483,3.582
50484,3.582
50485,3.582
50486,3.582
50487,3.584
50488,3.584
50489,3.582
50490,3.582
50491,3.582
50492,3.583
50493,3.582
50494,3.582
50495,3.583
50496,3.582
50497,3.583
50498,3.583
50499,3.582
50500,3.582
50501,3.582
50502,3.582
50503,3.583
50504,3.584
50505,3.584
50506,3.584
50507,3.582
50508,3.583
50509,3.582
50510,3.582
50511,3.582
50512,3.582
50513,3.582
50514,3.582
50515,3.582
50516,3.582
50517,3.582
50518,3.582
50519,3.582
50520,3.581
50521,3.581
50522,3.581
50523,3.581
50524,3.582
50525,3.582
50526,3.582
50527,3.582
50528,3.582
50529,3.581
50530,3.582
50531,3.583
50532,3.583
50533,3.581
50534,3.582
50535,3.581
50536,3.581
50537,3.581
50538,3.581
50539,3.581
50540,3.581
50541,3.582
50542,3.581
50543,3.581
50544,3.581
50545,3.581
50546,3.581
50547,3.582
50548,3.582
50549,3.581
50550,3.581
50551,3.582
50552,3.581
50553,3.581
50554,3.581
50555,3.581
50556,3.581
50557,3.581
50558,3.581
50559,3.581
50560,3.581
50561,3.581
50562,3.581
50563,3.581
50564,3.581
50565,3.581
50566,3.581
50567,3.580
50568,3.581
50569,3.580
50570,3.581
50571,3.580
50572,3.580
50573,3.580
50574,3.580
50575,3.582
50576,3.581
50577,3.581
50578,3.580
50579,3.580
50580,3.580
50581,3.580
50582,3.580
50583,3.580
50584,3.580
50585,3.580
50586,3.580
50587,3.580
50588,3.580
50589,3.580
50590,3.582
50591,3.580
50592,3.581
50593,3.580
50594,3.580
50595,3.580
50596,3.580
50597,3.580
50598,3.580
50599,3.580
50600,3.580
50601,3.579
50602,3.580
50603,3.579
50604,3.580
50605,3.580
50606,3.579
50607,3.579
50608,3.579
50609,3.579
50610,3.580
50611,3.580
50612,3.579
50613,3.579
50614,3.579
50615,3.579
50616,3.580
50617,3.579
50618,3.579
50619,3.580
50620,3.580
50621,3.580
50622,3.579
50623,3.579
50624,3.579
50625,3.579
50626,3.579
50627,3.579
50628,3.579
50629,3.579
50630,3.579
50631,3.579
50632,3.579
50633,3.581
50634,3.581
50635,3.581
50636,3.579
50637,3.580
50638,3.579
50639,3.579
50640,3.579
50641,3.579
50642,3.579
50643,3.579
50644,3.579
50645,3.579
50646,3.579
50647,3.579
50648,3.579
50649,3.579
50650,3.579
50651,3.579
50652,3.579
50653,3.578
50654,3.578
50655,3.578
50656,3.578
50657,3.578
50658,3.579
50659,3.578
50660,3.579
50661,3.578
50662,3.579
50663,3.581
50664,3.579
50665,3.578
50666,3.578
50667,3.579
50668,3.578
50669,3.579
50670,3.578
50671,3.578
50672,3.578
50673,3.578
50674,3.578
50675,3.578
50676,3.580
50677,3.580
50678,3.580
50679,3.579
50680,3.578
50681,3.578
50682,3.578
50683,3.578
50684,3.578
50685,3.578
50686,3.578
50687,3.578
50688,3.578
50689,3.578
50690,3.578
50691,3.578
50692,3.578
50693,3.578
50694,3.578
50695,3.578
50696,3.577
50697,3.577
50698,3.577
50699,3.577
50700,3.577
50701,3.578
50702,3.578
50703,3.578
50704,3.577
50705,3.578
50706,3.578
50707,3.578
50708,3.580
50709,3.578
50710,3.578
50711,3.579
50712,3.581
50713,3.582
50714,3.583
50715,3.582
50716,3.580
50717,3.578
50718,3.578
50719,3.578
50720,3.578
50721,3.578
50722,3.579
50723,3.579
50724,3.581
50725,3.578
50726,3.578
50727,3.577
50728,3.577
50729,3.578
50730,3.577
50731,3.577
50732,3.577
50733,3.577
50734,3.577
50735,3.577
50736,3.577
50737,3.577
50738,3.577
50739,3.577
50740,3.577
50741,3.577
50742,3.577
50743,3.577
50744,3.577
50745,3.581
50746,3.577
50747,3.577
50748,3.577
50749,3.577
50750,3.577
50751,3.578
50752,3.580
50753,3.578
50754,3.577
50755,3.577
50756,3.577
50757,3.577
50758,3.577
50759,3.577
50760,3.576
50761,3.577
50762,3.576
50763,3.576
50764,3.576
50765,3.576
50766,3.578
50767,3.578
50768,3.577
50769,3.577
50770,3.577
50771,3.577
50772,3.576
50773,3.576
50774,3.576
50775,3.576
50776,3.576
50777,3.576
50778,3.576
50779,3.576
50780,3.576
50781,3.576
50782,3.576
50783,3.576
50784,3.576
50785,3.576
50786,3.576
50787,3.577
50788,3.577
50789,3.576
50790,3.576
50791,3.576
50792,3.576
50793,3.576
50794,3.576
50795,3.577
50796,3.577
50797,3.576
50798,3.576
50799,3.576
50800,3.576
50801,3.576
50802,3.576
50803,3.576
50804,3.577
50805,3.578
50806,3.578
50807,3.576
50808,3.576
50809,3.576
50810,3.577
50811,3.577
50812,3.576
50813,3.576
50814,3.576
50815,3.575
50816,3.575
50817,3.576
50818,3.576
50819,3.576
50820,3.575
50821,3.575
50822,3.575
50823,3.575
50824,3.575
50825,3.575
50826,3.575
50827,3.576
50828,3.575
50829,3.576
50830,3.576
50831,3.578
50832,3.575
50833,3.576
50834,3.576
50835,3.575
50836,3.575
50837,3.575
50838,3.576
50839,3.576
50840,3.576
50841,3.576
50842,3.575
50843,3.575
50844,3.576
50845,3.575
50846,3.575
50847,3.576
50848,3.576
50849,3.575
50850,3.575
50851,3.576
50852,3.576
50853,3.575
50854,3.576
50855,3.576
50856,3.575
50857,3.575
50858,3.575
50859,3.575
50860,3.575
50861,3.575
50862,3.575
50863,3.575
50864,3.575
50865,3.575
50866,3.575
50867,3.575
50868,3.575
50869,3.575
50870,3.575
50871,3.575
50872,3.575
50873,3.575
50874,3.575
50875,3.575
50876,3.574
50877,3.574
50878,3.575
50879,3.574
50880,3.574
50881,3.574
50882,3.574
50883,3.575
50884,3.575
50885,3.575
50886,3.575
50887,3.575
50888,3.575
50889,3.574
50890,3.575
50891,3.577
50892,3.577
50893,3.576
50894,3.575
50895,3.575
50896,3.575
50897,3.574
50898,3.575
50899,3.575
50900,3.574
50901,3.575
50902,3.575
50903,3.575
50904,3.575
50905,3.574
50906,3.574
50907,3.574
50908,3.574
50909,3.574
50910,3.574
50911,3.574
50912,3.574
50913,3.574
50914,3.574
50915,3.574
50916,3.574
50917,3.576
50918,3.574
50919,3.574
50920,3.574
50921,3.574
50922,3.574
50923,3.574
50924,3.574
50925,3.574
50926,3.574
50927,3.575
50928,3.574
50929,3.574
50930,3.574
50931,3.574
50932,3.573
50933,3.574
50934,3.576
50935,3.574
50936,3.574
50937,3.574
50938,3.575
50939,3.574
50940,3.574
50941,3.574
50942,3.575
50943,3.574
50944,3.574
50945,3.574
50946,3.574
50947,3.574
50948,3.574
50949,3.574
50950,3.574
50951,3.574
50952,3.574
50953,3.574
50954,3.573
50955,3.573
50956,3.574
50957,3.573
50958,3.573
50959,3.574
50960,3.574
50961,3.573
50962,3.573
50963,3.573
50964,3.573
50965,3.573
50966,3.573
50967,3.573
50968,3.573
50969,3.573
50970,3.573
50971,3.574
50972,3.574
50973,3.573
50974,3.574
50975,3.573
50976,3.574
50977,3.575
50978,3.575
50979,3.575
50980,3.575
50981,3.575
50982,3.573
50983,3.573
50984,3.573
50985,3.574
50986,3.574
50987,3.574
50988,3.574
50989,3.574
50990,3.573
50991,3.573
50992,3.573
50993,3.573
50994,3.573
50995,3.573
50996,3.573
50997,3.573
50998,3.573
50999,3.573
51000,3.573
51001,3.572
51002,3.573
51003,3.576
51004,3.573
51005,3.573
51006,3.573
51007,3.572
51008,3.573
51009,3.572
51010,3.573
51011,3.573
51012,3.572
51013,3.572
51014,3.572
51015,3.573
51016,3.573
51017,3.573
51018,3.573
51019,3.574
51020,3.573
51021,3.572
51022,3.572
51023,3.572
51024,3.573
51025,3.572
51026,3.572
51027,3.572
51028,3.572
51029,3.572
51030,3.573
51031,3.573
51032,3.573
51033,3.572
51034,3.572
51035,3.573
51036,3.573
51037,3.573
51038,3.573
51039,3.572
51040,3.572
51041,3.572
51042,3.572
51043,3.572
51044,3.572
51045,3.572
51046,3.576
51047,3.573
51048,3.573
51049,3.572
51050,3.572
51051,3.572
51052,3.572
51053,3.572
51054,3.572
51055,3.572
51056,3.572
51057,3.572
51058,3.572
51059,3.572
51060,3.572
51061,3.572
51062,3.573
51063,3.573
51064,3.572
51065,3.572
51066,3.572
51067,3.572
51068,3.571
51069,3.571
51070,3.571
51071,3.571
51072,3.571
51073,3.571
51074,3.572
51075,3.573
51076,3.572
51077,3.572
51078,3.572
51079,3.572
51080,3.571
51081,3.571
51082,3.571
51083,3.571
51084,3.571
51085,3.571
51086,3.571
51087,3.571
51088,3.571
51089,3.571
51090,3.571
51091,3.571
51092,3.571
51093,3.571
51094,3.571
51095,3.571
51096,3.571
51097,3.571
51098,3.571
51099,3.571
51100,3.571
51101,3.571
51102,3.571
51103,3.573
51104,3.571
51105,3.573
51106,3.573
51107,3.573
51108,3.572
51109,3.571
51110,3.573
51111,3.572
51112,3.571
51113,3.571
51114,3.571
51115,3.571
51116,3.571
51117,3.571
51118,3.571
51119,3.571
51120,3.571
51121,3.571
51122,3.571
51123,3.570
51124,3.571
51125,3.571
51126,3.571
51127,3.571
51128,3.571
51129,3.570
51130,3.570
51131,3.571
51132,3.570
51133,3.570
51134,3.570
51135,3.570
51136,3.570
51137,3.570
51138,3.570
51139,3.570
51140,3.570
51141,3.570
51142,3.570
51143,3.570
51144,3.570
51145,3.570
51146,3.570
51147,3.571
51148,3.571
51149,3.570
51150,3.570
51151,3.570
51152,3.570
51153,3.570
51154,3.570
51155,3.570
51156,3.570
51157,3.570
51158,3.570
51159,3.570
51160,3.569
51161,3.570
51162,3.570
51163,3.570
51164,3.570
51165,3.570
51166,3.570
51167,3.569
51168,3.569
51169,3.569
51170,3.569
51171,3.570
51172,3.569
51173,3.569
51174,3.569
51175,3.569
51176,3.569
51177,3.569
51178,3.569
51179,3.569
51180,3.569
51181,3.569
51182,3.570
51183,3.569
51184,3.569
51185,3.569
51186,3.569
51187,3.569
51188,3.569
51189,3.569
51190,3.569
51191,3.569
51192,3.569
51193,3.569
51194,3.569
51195,3.568
51196,3.569
51197,3.569
51198,3.569
51199,3.569
51200,3.569
51201,3.568
51202,3.568
51203,3.568
51204,3.568
51205,3.569
51206,3.569
51207,3.569
51208,3.569
51209,3.569
51210,3.568
51211,3.569
51212,3.568
51213,3.569
51214,3.568
51215,3.568
51216,3.568
51217,3.569
51218,3.568
51219,3.568
51220,3.568
51221,3.568
51222,3.568
51223,3.568
51224,3.568
51225,3.568
51226,3.568
51227,3.568
51228,3.568
51229,3.568
51230,3.568
51231,3.568
51232,3.568
51233,3.568
51234,3.570
51235,3.568
51236,3.568
51237,3.568
51238,3.568
51239,3.569
51240,3.568
51241,3.568
51242,3.568
51243,3.568
51244,3.568
51245,3.568
51246,3.568
51247,3.567
51248,3.568
51249,3.569
51250,3.569
51251,3.568
51252,3.569
51253,3.568
51254,3.568
51255,3.568
51256,3.568
51257,3.568
51258,3.568
51259,3.568
51260,3.568
51261,3.568
51262,3.568
51263,3.568
51264,3.568
51265,3.569
51266,3.568
51267,3.569
51268,3.569
51269,3.568
51270,3.568
51271,3.568
51272,3.568
51273,3.568
51274,3.567
51275,3.568
51276,3.567
51277,3.570
51278,3.570
51279,3.568
51280,3.568
51281,3.569
51282,3.568
51283,3.567
51284,3.569
51285,3.568
51286,3.567
51287,3.567
51288,3.567
51289,3.567
51290,3.567
51291,3.567
51292,3.567
51293,3.568
51294,3.568
51295,3.567
51296,3.567
51297,3.567
51298,3.567
51299,3.567
51300,3.567
51301,3.567
51302,3.567
51303,3.568
51304,3.567
51305,3.567
51306,3.567
51307,3.567
51308,3.567
51309,3.567
51310,3.567
51311,3.567
51312,3.567
51313,3.567
51314,3.567
51315,3.567
51316,3.567
51317,3.567
51318,3.567
51319,3.567
51320,3.569
51321,3.569
51322,3.569
51323,3.567
51324,3.568
51325,3.568
51326,3.567
51327,3.567
51328,3.566
51329,3.567
51330,3.567
51331,3.566
51332,3.567
51333,3.566
51334,3.566
51335,3.567
51336,3.566
51337,3.567
51338,3.567
51339,3.569
51340,3.567
51341,3.566
51342,3.566
51343,3.567
51344,3.566
51345,3.566
51346,3.567
51347,3.566
51348,3.566
51349,3.566
51350,3.566
51351,3.566
51352,3.566
51353,3.566
51354,3.566
51355,3.566
51356,3.566
51357,3.566
51358,3.566
51359,3.566
51360,3.566
51361,3.566
51362,3.566
51363,3.568
51364,3.568
51365,3.568
51366,3.568
51367,3.567
51368,3.566
51369,3.567
51370,3.567
51371,3.567
51372,3.567
51373,3.566
51374,3.566
51375,3.566
51376,3.566
51377,3.566
51378,3.566
51379,3.566
51380,3.566
51381,3.567
51382,3.569
51383,3.566
51384,3.567
51385,3.566
51386,3.566
51387,3.566
51388,3.566
51389,3.566
51390,3.565
51391,3.566
51392,3.565
51393,3.565
51394,3.565
51395,3.565
51396,3.565
51397,3.565
51398,3.565
51399,3.565
51400,3.565
51401,3.565
51402,3.565
51403,3.565
51404,3.565
51405,3.566
51406,3.568
51407,3.568
51408,3.568
51409,3.568
51410,3.568
51411,3.567
51412,3.566
51413,3.566
51414,3.565
51415,3.565
51416,3.565
51417,3.565
51418,3.565
51419,3.565
51420,3.565
51421,3.565
51422,3.565
51423,3.565
51424,3.565
51425,3.566
51426,3.568
51427,3.565
51428,3.565
51429,3.565
51430,3.565
51431,3.565
51432,3.565
51433,3.565
51434,3.564
51435,3.564
51436,3.565
51437,3.565
51438,3.565
51439,3.565
51440,3.565
51441,3.565
51442,3.564
51443,3.565
51444,3.564
51445,3.564
51446,3.565
51447,3.564
51448,3.565
51449,3.567
51450,3.567
51451,3.567
51452,3.567
51453,3.567
51454,3.565
51455,3.565
51456,3.565
51457,3.565
51458,3.565
51459,3.564
51460,3.564
51461,3.564
51462,3.564
51463,3.564
51464,3.564
51465,3.564
51466,3.564
51467,3.564
51468,3.564
51469,3.565
51470,3.565
51471,3.565
51472,3.564
51473,3.564
51474,3.564
51475,3.564
51476,3.564
51477,3.564
51478,3.564
51479,3.564
51480,3.564
51481,3.564
51482,3.564
51483,3.564
51484,3.564
51485,3.564
51486,3.564
51487,3.564
51488,3.564
51489,3.564
51490,3.563
51491,3.564
51492,3.566
51493,3.566
51494,3.566
51495,3.566
51496,3.566
51497,3.564
51498,3.564
51499,3.564
51500,3.564
51501,3.564
51502,3.563
51503,3.563
51504,3.563
51505,3.563
51506,3.563
51507,3.563
51508,3.563
51509,3.563
51510,3.563
51511,3.563
51512,3.563
51513,3.564
51514,3.564
51515,3.564
51516,3.563
51517,3.563
51518,3.564
51519,3.563
51520,3.563
51521,3.563
51522,3.563
51523,3.563
51524,3.563
51525,3.563
51526,3.563
51527,3.563
51528,3.563
51529,3.563
51530,3.563
51531,3.563
51532,3.563
51533,3.563
51534,3.563
51535,3.565
51536,3.565
51537,3.565
51538,3.563
51539,3.563
51540,3.563
51541,3.563
51542,3.563
51543,3.563
51544,3.564
51545,3.563
51546,3.563
51547,3.562
51548,3.563
51549,3.563
51550,3.563
51551,3.563
51552,3.563
51553,3.563
51554,3.563
51555,3.562
51556,3.563
51557,3.564
51558,3.565
51559,3.564
51560,3.563
51561,3.563
51562,3.562
51563,3.563
51564,3.562
51565,3.562
51566,3.562
51567,3.562
51568,3.562
51569,3.562
51570,3.562
51571,3.562
51572,3.562
51573,3.562
51574,3.562
51575,3.562
51576,3.562
51577,3.563
51578,3.564
51579,3.564
51580,3.564
51581,3.564
51582,3.564
51583,3.562
51584,3.562
51585,3.562
51586,3.563
51587,3.563
51588,3.563
51589,3.562
51590,3.562
51591,3.562
51592,3.562
51593,3.562
51594,3.562
51595,3.562
51596,3.562
51597,3.562
51598,3.562
51599,3.562
51600,3.561
51601,3.563
51602,3.565
51603,3.563
51604,3.563
51605,3.562
51606,3.564
51607,3.564
51608,3.562
51609,3.562
51610,3.562
51611,3.561
51612,3.561
51613,3.561
51614,3.561
51615,3.561
51616,3.561
51617,3.561
51618,3.561
51619,3.561
51620,3.562
51621,3.562
51622,3.561
51623,3.561
51624,3.561
51625,3.561
51626,3.561
51627,3.561
51628,3.563
51629,3.561
51630,3.562
51631,3.562
51632,3.561
51633,3.561
51634,3.561
51635,3.561
51636,3.561
51637,3.561
51638,3.561
51639,3.561
51640,3.561
51641,3.561
51642,3.561
51643,3.561
51644,3.561
51645,3.562
51646,3.561
51647,3.561
51648,3.561
51649,3.561
51650,3.561
51651,3.561
51652,3.561
51653,3.561
51654,3.561
51655,3.561
51656,3.561
51657,3.561
51658,3.561
51659,3.561
51660,3.561
51661,3.561
51662,3.560
51663,3.561
51664,3.561
51665,3.560
51666,3.560
51667,3.561
51668,3.561
51669,3.560
51670,3.561
51671,3.560
51672,3.560
51673,3.560
51674,3.561
51675,3.561
51676,3.561
51677,3.561
51678,3.560
51679,3.560
51680,3.560
51681,3.560
51682,3.560
51683,3.561
51684,3.561
51685,3.560
51686,3.560
51687,3.560
51688,3.560
51689,3.561
51690,3.562
51691,3.561
51692,3.561
51693,3.560
51694,3.562
51695,3.561
51696,3.561
51697,3.560
51698,3.560
51699,3.560
51700,3.560
51701,3.560
51702,3.561
51703,3.562
51704,3.562
51705,3.560
51706,3.561
51707,3.561
51708,3.560
51709,3.560
51710,3.560
51711,3.560
51712,3.560
51713,3.560
51714,3.560
51715,3.559
51716,3.559
51717,3.559
51718,3.561
51719,3.562
51720,3.561
51721,3.560
51722,3.560
51723,3.559
51724,3.559
51725,3.559
51726,3.559
51727,3.560
51728,3.560
51729,3.560
51730,3.560
51731,3.559
51732,3.560
51733,3.560
51734,3.560
51735,3.560
51736,3.560
51737,3.560
51738,3.561
51739,3.561
51740,3.561
51741,3.561
51742,3.563
51743,3.563
51744,3.562
51745,3.562
51746,3.562
51747,3.562
51748,3.562
51749,3.563
51750,3.563
51751,3.562
51752,3.562
51753,3.562
51754,3.562
51755,3.561
51756,3.561
51757,3.564
51758,3.562
51759,3.561
51760,3.561
51761,3.561
51762,3.562
51763,3.564
51764,3.564
51765,3.562
51766,3.562
51767,3.561
51768,3.564
51769,3.561
51770,3.561
51771,3.561
51772,3.561
51773,3.561
51774,3.561
51775,3.561
51776,3.562
51777,3.562
51778,3.562
51779,3.563
51780,3.562
51781,3.562
51782,3.561
51783,3.561
51784,3.561
51785,3.561
51786,3.561
51787,3.561
51788,3.562
51789,3.563
51790,3.564
51791,3.564
51792,3.563
51793,3.563
51794,3.563
51795,3.564
51796,3.564
51797,3.564
51798,3.563
51799,3.561
51800,3.563
51801,3.563
51802,3.560
51803,3.561
51804,3.560
51805,3.560
51806,3.561
51807,3.562
51808,3.560
51809,3.560
51810,3.561
51811,3.562
51812,3.562
51813,3.560
51814,3.559
51815,3.560
51816,3.559
51817,3.559
51818,3.559
51819,3.559
51820,3.560
51821,3.560
51822,3.560
51823,3.560
51824,3.560
51825,3.559
51826,3.559
51827,3.559
51828,3.559
51829,3.560
51830,3.560
51831,3.560
51832,3.559
51833,3.561
51834,3.559
51835,3.559
51836,3.560
51837,3.559
51838,3.559
51839,3.559
51840,3.559
51841,3.559
51842,3.559
51843,3.560
51844,3.560
51845,3.560
51846,3.562
51847,3.560
51848,3.559
51849,3.559
51850,3.560
51851,3.559
51852,3.559
51853,3.560
51854,3.559
51855,3.559
51856,3.559
51857,3.559
51858,3.558
51859,3.560
51860,3.559
51861,3.559
51862,3.559
51863,3.558
51864,3.560
51865,3.561
51866,3.560
51867,3.561
51868,3.560
51869,3.562
51870,3.559
51871,3.559
51872,3.559
51873,3.559
51874,3.559
51875,3.559
51876,3.560
51877,3.559
51878,3.560
51879,3.559
51880,3.559
51881,3.559
51882,3.560
51883,3.560
51884,3.559
51885,3.561
51886,3.560
51887,3.561
51888,3.560
51889,3.560
51890,3.562
51891,3.560
51892,3.559
51893,3.559
51894,3.560
51895,3.560
51896,3.561
51897,3.560
51898,3.561
51899,3.561
51900,3.561
51901,3.560
51902,3.559
51903,3.559
51904,3.559
51905,3.559
51906,3.559
51907,3.559
51908,3.559
51909,3.559
51910,3.560
51911,3.559
51912,3.560
51913,3.559
51914,3.558
51915,3.558
51916,3.558
51917,3.558
51918,3.557
51919,3.557
51920,3.557
51921,3.559
51922,3.557
51923,3.557
51924,3.558
51925,3.558
51926,3.557
51927,3.557
51928,3.558
51929,3.557
51930,3.558
51931,3.558
51932,3.558
51933,3.557
51934,3.558
51935,3.557
51936,3.557
51937,3.557
51938,3.557
51939,3.557
51940,3.557
51941,3.557
51942,3.558
51943,3.558
51944,3.557
51945,3.557
51946,3.557
51947,3.557
51948,3.557
51949,3.557
51950,3.557
51951,3.557
51952,3.557
51953,3.558
51954,3.557
51955,3.557
51956,3.557
51957,3.557
51958,3.557
51959,3.557
51960,3.557
51961,3.557
51962,3.557
51963,3.556
51964,3.559
51965,3.558
51966,3.558
51967,3.557
51968,3.556
51969,3.556
51970,3.556
51971,3.556
51972,3.556
51973,3.556
51974,3.556
51975,3.557
51976,3.556
51977,3.556
51978,3.556
51979,3.556
51980,3.556
51981,3.556
51982,3.557
51983,3.558
51984,3.558
51985,3.557
51986,3.558
51987,3.556
51988,3.556
51989,3.556
51990,3.556
51991,3.556
51992,3.556
51993,3.556
51994,3.556
51995,3.556
51996,3.557
51997,3.556
51998,3.556
51999,3.556
52000,3.556
52001,3.556
52002,3.556
52003,3.556
52004,3.556
52005,3.555
52006,3.555
52007,3.556
52008,3.557
52009,3.557
52010,3.556
52011,3.557
52012,3.555
52013,3.556
52014,3.555
52015,3.555
52016,3.555
52017,3.556
52018,3.556
52019,3.555
52020,3.555
52021,3.555
52022,3.556
52023,3.556
52024,3.555
52025,3.555
52026,3.556
52027,3.556
52028,3.556
52029,3.556
52030,3.555
52031,3.555
52032,3.555
52033,3.555
52034,3.555
52035,3.555
52036,3.555
52037,3.555
52038,3.555
52039,3.556
52040,3.556
52041,3.556
52042,3.556
52043,3.555
52044,3.555
52045,3.555
52046,3.555
52047,3.555
52048,3.555
52049,3.555
52050,3.556
52051,3.557
52052,3.557
52053,3.555
52054,3.555
52055,3.555
52056,3.555
52057,3.555
52058,3.555
52059,3.555
52060,3.555
52061,3.555
52062,3.555
52063,3.555
52064,3.555
52065,3.555
52066,3.555
52067,3.555
52068,3.554
52069,3.554
52070,3.555
52071,3.555
52072,3.555
52073,3.555
52074,3.554
52075,3.554
52076,3.554
52077,3.554
52078,3.554
52079,3.554
52080,3.554
52081,3.554
52082,3.555
52083,3.554
52084,3.555
52085,3.556
52086,3.557
52087,3.556
52088,3.554
52089,3.554
52090,3.554
52091,3.554
52092,3.554
52093,3.555
52094,3.556
52095,3.554
52096,3.554
52097,3.554
52098,3.554
52099,3.554
52100,3.554
52101,3.554
52102,3.554
52103,3.554
52104,3.555
52105,3.554
52106,3.554
52107,3.554
52108,3.553
52109,3.554
52110,3.554
52111,3.554
52112,3.554
52113,3.554
52114,3.554
52115,3.554
52116,3.555
52117,3.554
52118,3.553
52119,3.554
52120,3.554
52121,3.554
52122,3.554
52123,3.554
52124,3.554
52125,3.554
52126,3.554
52127,3.556
52128,3.555
52129,3.554
52130,3.554
52131,3.554
52132,3.553
52133,3.554
52134,3.553
52135,3.553
52136,3.554
52137,3.554
52138,3.554
52139,3.553
52140,3.553
52141,3.553
52142,3.553
52143,3.554
52144,3.554
52145,3.553
52146,3.553
52147,3.553
52148,3.554
52149,3.553
52150,3.553
52151,3.553
52152,3.553
52153,3.553
52154,3.553
52155,3.553
52156,3.553
52157,3.554
52158,3.554
52159,3.554
52160,3.554
52161,3.553
52162,3.553
52163,3.553
52164,3.553
52165,3.553
52166,3.553
52167,3.553
52168,3.553
52169,3.553
52170,3.554
52171,3.553
52172,3.553
52173,3.553
52174,3.553
52175,3.553
52176,3.553
52177,3.553
52178,3.553
52179,3.554
52180,3.554
52181,3.553
52182,3.553
52183,3.553
52184,3.554
52185,3.553
52186,3.553
52187,3.553
52188,3.553
52189,3.553
52190,3.553
52191,3.553
52192,3.553
52193,3.552
52194,3.552
52195,3.553
52196,3.552
52197,3.552
52198,3.553
52199,3.552
52200,3.552
52201,3.553
52202,3.553
52203,3.553
52204,3.553
52205,3.552
52206,3.552
52207,3.552
52208,3.552
52209,3.552
52210,3.552
52211,3.552
52212,3.552
52213,3.553
52214,3.552
52215,3.552
52216,3.553
52217,3.553
52218,3.553
52219,3.552
52220,3.552
52221,3.552
52222,3.552
52223,3.552
52224,3.552
52225,3.552
52226,3.552
52227,3.551
52228,3.552
52229,3.552
52230,3.552
52231,3.552
52232,3.553
52233,3.552
52234,3.552
52235,3.553
52236,3.552
52237,3.552
52238,3.551
52239,3.551
52240,3.552
52241,3.551
52242,3.552
52243,3.552
52244,3.552
52245,3.552
52246,3.552
52247,3.552
52248,3.552
52249,3.551
52250,3.551
52251,3.551
52252,3.551
52253,3.551
52254,3.552
52255,3.552
52256,3.551
52257,3.551
52258,3.551
52259,3.552
52260,3.552
52261,3.552
52262,3.551
52263,3.551
52264,3.551
52265,3.553
52266,3.551
52267,3.552
52268,3.552
52269,3.552
52270,3.551
52271,3.551
52272,3.551
52273,3.551
52274,3.551
52275,3.551
52276,3.551
52277,3.551
52278,3.551
52279,3.553
52280,3.551
52281,3.551
52282,3.551
52283,3.551
52284,3.550
52285,3.550
52286,3.551
52287,3.551
52288,3.550
52289,3.550
52290,3.551
52291,3.553
52292,3.551
52293,3.551
52294,3.551
52295,3.551
